M&A Deal Number ;Target Name ;Acquiror Name ;Announcement Date ;Deal Status ;Deal Value ;Target Nation ;Target TRBC Economic Sector ;Acquiror Net Sales LTM ;Acquiror EBIT LTM ;Acquiror EBITDA LTM ;Acquiror Pre-tax Income LTM ;Acquiror Net Income LTM ;Acquiror Earnings Per Share LTM ;Acquiror Total Assets ;Currency of Acquiror Financials ;Date of Acquiror Financials ;Net Sales LTM ;EBIT LTM ;EBIT 3 Year Growth (%) ;EBIT 5 Year Growth (%) ;EBITDA LTM ;EBITDA Margin LTM ;Pre-tax Income LTM ;Net Income LTM ;Earnings Per Share LTM ;Cash and Short Term ;Total Assets ;Short Term Debt ;Net Debt ;Total Liabilities ;Total Debt ;Common Equity ;Equity Value at Announcement ;Equity Value at Effective Date ;Enterprise Value at Announcement ;Enterprise Value at Effective Date ;Book Value per Share ;Currency of Target Financials ;Date of Target Financials ;Acquiror Financial Advisor Name ;Acquiror Financial Advisor Assignments ;Acquiror Financial Advisor Credit ;Acquiror Financial Advisor Parent Name ;Acquiror Financial Advisor Fees, Total Amt ;Acquiror Financial Advisor Fees, Total Amt as % of Deal Value ;Acquiror Financial Advisor Imputed Fees Per Advisor ;Acquiror Legal Advisor Name ;Acquiror Legal Advisor Assignments ;Acquiror Legal Advisor Credit ;Target Financial Advisor Name ;Target Financial Advisor Assignments ;Target Financial Advisor Credit ;Target Financial Advisor Parent Name ;Target Financial Advisor Fees, Total Amt ;Target Financial Advisor Fees, Total Amt as % of Deal Value ;Target Financial Advisor Imputed Fees Per Advisor ;Target Legal Advisor Name ;Target Legal Advisor Assignments ;Target Legal Advisor Credit ;Related SDC Deal Number ;Related Deal Type ;Expected Synergy Date ;Status of MMC Ruling ;Target Termination Fee ;Acquiror Termination Fee ;Deal Market Value to EBITDA ;Deal Market Value to EBIT ;Deal Market Value to Pre-tax Income ;Deal Market Value to Net Income ;Deal Enterprise Value to Sales ;Deal Enterprise Value to EBITDA ;Deal Enterprise Value to EBIT ;Deal Enterprise Value to Net Income ;Deal Enterprise Value to Net Assets ;Offer Price to EPS ;Premium % 1 Day Prior to Announcement ;Premium % 1 Week Prior to Announcement ;Premium % 4 Weeks Prior to Announcement ;Investor Group Flag (Y/N) ;Investor Public Status ;Buyside: Financial Sponsor Activity Flag (Y/N) ;Buyside: Soverign Wealth Fund Involvement ;Acquiror Ultimate Parent Primary SIC ;Acquiror Ultimate Parent Macro Industry ;Acquiror Ultimate Parent Mid Industry ;Investor Ultimate Parent SDC Cusip ;Investor Ultimate Parent Names ;Investor Ultimate Parent Public Status ;Effective Date ;Deal Value inc. Net Debt of Target ;Percent of Shares Acquired ;Acquiror Nation ;Acquiror Macro Industry ;Acquiror Mid Industry ;Acquiror Business Description ;Target Macro Industry ;Target Mid Industry ;Target Business Description 
1647933040;Ruhr Oel GmbH;Oil Co LUKOIL PJSC;03.03.2005;Pending;;Germany;Energy;29.604,18;6.246,52;7.359,38;6.283,79;4.397,61;5,38;29.586,88;Russian Rouble;31.12.2004;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Petroleum Refining;Energy and Power;Petrochemicals;;;;;;;Russian Federation;Energy and Power;Petrochemicals;Oil Co LUKOIL PJSC is a petroleum refinery operator. The primary activities of the Company and its subsidiaries are oil exploration, production, refining, marketing and distribution. Its segments include Exploration and Production, Distribution, and Corporate and other. The Exploration and Production segment includes its exploration, development and production operations related to crude oil and gas. These activities are located within Russia, with additional activities in Azerbaijan, Kazakhstan, Uzbekistan, the Middle East, Northern and Western Africa, Norway, Romania and Mexico. The Refining, Marketing and Distribution segment includes refining, petrochemical and transport operations, marketing and trading of crude oil, natural gas and refined products, generation, transportation and sales of electricity, heat and related services. The Corporate and other segment includes operations related to finance activities, production of diamonds and certain other activities. The Company was founded in November 1991 and is located in Moscow, the Russian Federation.;Energy and Power;Petrochemicals;Ruhr Oel GmbH, located in Gelsenkirchen, owns and operates, oil refineries.
1641863040;Fragol Schmierstoff Gmbh + Co KG-Bremin;Michel Mineraloelhandel GmbH;21.01.2005;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Bituminous Coal And Lignite Surface Mining;Materials;Metals & Mining;;;;21.01.2005;;100;Germany;Energy and Power;Oil & Gas;Wholesale mineral oil, coal, and other petroleum products and minerals;Energy and Power;Petrochemicals;Manufacture and wholesale fuels, high performance lubricant and antifreeze
1639779040;Demag Delaval Group;Siemens Power Generation Group;09.11.2000;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Radio And Television Broadcasting And Communications Equipment;Telecommunications;Telecommunications Equipment;;;;01.10.2001;;100;Germany;Energy and Power;Alternative Energy Sources;Siemens Power Generation Group, located in Erlangen, develops cogeneration power generation plant. The company provides power and energy solutions. It develops and builds fossil fuel power plants and power-generating components like wind turbines for use as mechanical drives and compressors for industrial applications.;Energy and Power;Alternative Energy Sources;Cogeneration plant
1637204040;Paradies Auto-Service GmbH & Co Betriebs KG-Filling Stations;Conoco Mineraloel;17.12.2004;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Petroleum Refining;Energy and Power;Petrochemicals;;;;17.12.2004;;100;Germany;Energy and Power;Petrochemicals;"Provide petroleum refining services; own and operate gasoline convience service stations";Energy and Power;Oil & Gas;Own and operate gas stations
1636428040;Car Royal Pflege-Service GmbH- Filling Stations;Conoco Mineraloel;17.12.2004;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Petroleum Refining;Energy and Power;Petrochemicals;;;;17.12.2004;;100;Germany;Energy and Power;Petrochemicals;"Provide petroleum refining services; own and operate gasoline convience service stations";Energy and Power;Oil & Gas;"Own and operate gas stations; provide car wash services"
1624297040;TOPTEQ Tankstellentechnik GmbH;Lantzerath Group;26.11.2004;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Gasoline Service Stations;Energy and Power;Oil & Gas;;;;26.11.2004;;100;Switzerland;Energy and Power;Oil & Gas;Own and operate gasoline service station;Energy and Power;Oil & Gas;Own and operate gasoline service station
1622601040;Graphitwerk Kropfmuehl AG- Hydropower Plants(2);Seeking Buyer;17.11.2004;S Buyer;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Brokerage;;;;;;;Unknown;Financials;Brokerage;Seeking buyer;Energy and Power;Alternative Energy Sources;Cogeneration plant
1611673040;Dynamit Nobel GmbH-Explosivsto ff- & Systemtechnik-Dynamic Synthesis Div;NovaSep SAS;20.10.2004;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;A&L Goodbody;Counsel to Parent;;;;;;;;;"Clifford Chance
Piper Rudnick LLP";"Counsel to Parent
Counsel to Target";;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;"Industrial Instruments For Measurement, Display, And Control Of Process Variables; And Related Products";Industrials;Other Industrials;;;;02.11.2004;;100;France;Industrials;Other Industrials;"Manufacture chromatographic instruments; specialises in chromatography";Energy and Power;Oil & Gas;Manufacture special chemical compounds
1606002040;EBG Erdgasbeteiligungs GmbH;Shell Verwaltungsgesellschaft;09.09.2004;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Crude Petroleum And Natural Gas;Energy and Power;Oil & Gas;;;;09.09.2004;;;Germany;Energy and Power;Oil & Gas;Wholesale petroleum products;Energy and Power;Oil & Gas;Wholesale petroleum products
1605983040;Ferngas Salzgitter GmbH;E On Ag;09.09.2004;Completed;;Germany;Energy;53.171,54;;3.680,04;7.636,87;5.195,71;2,64;136.795,46;EURO;30.06.2004;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;09.09.2004;;100;Germany;Energy and Power;Power;E ON AG is a hydroelectric power generation facility operator. The Company was founded in June 2000 and is located in Dusseldorf, Germany.;Energy and Power;Pipelines;Gas utility
1591211040;Biodiesel Schwarzheide GmbH;Biodiesel Holding GmbH;29.07.2004;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;01.09.2004;;100;Germany;Financials;Other Financials;Investment holding company;Energy and Power;Alternative Energy Sources;Cogeneration plant
1581701040;RAG AG-Coke Plant;Yanzhou Coal Mining Co Ltd;18.06.2004;Completed;;Germany;Energy;840,59;233,18;344,77;238,9;167,74;0,04;1.678,56;Chinese Yuan;31.12.2003;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Bituminous Coal And Lignite Surface Mining;Materials;Metals & Mining;;;;18.06.2004;;100;China;Materials;Metals & Mining;Yanzhou Coal Mining Co Ltd is a bituminous coal mine operator. The Company was founded in September 1997 and is located in Zoucheng, China. The company primarily engages in the mining, washing, processing and distribution of coal through railway transportation, coal chemical and power generation business.;Energy and Power;Petrochemicals;Manufacture coke products
1562223040;eno Baugesellschaft mbH;EHN ;01.03.2004;Completed;16,84;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;0,4336700;Garrigues;Counsel to Acquiror;16.835;;;;;;;0,4996600;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;30.04.2004;16,84;100;Spain;Energy and Power;Power;Electric utility;Energy and Power;Alternative Energy Sources;Cogeneration plant
1531435040;Dow Chemical Co-PET/PTA Business;Petrochemical Industries Co;01.06.2004;Completed;210;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;420;420;420;420;;-;;JP Morgan & Co Inc;Advisory;210.000;JP Morgan & Co Inc;;;20.562.000;Ashurst Morris Crisp;Counsel to Acquiror;210.000;Citigroup;Advisory;210.000;Citi;;;23.691.000;"Cleary Gottlieb Steen & Hamilton
Dewey Ballantine LLP";"Antitrust/Competition Counsel
Counsel to Financial Advisor";210.000;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Drilling Oil And Gas Wells;Energy and Power;Oil & Gas;;;;30.06.2004;210;50;Kuwait;Energy and Power;Petrochemicals;Petrochemical Industries Co KSC, located in Kuwait City, Kuwait, manufactures and wholesale petrochemicals and fertilizers. It has a chemical fertilizer complex, three ammonia plants and two urea plants. The company was founded in 1963.;Materials;Chemicals;Manufacture and wholesale chemicals, plastic materials, pharmaceutical, and consumer products
1524275040;Willy Vogel AG;SKF AB;04.05.2004;Completed;86,6;Germany;Energy;5.393,32;473,18;674,34;424,92;303,62;0,48;4.667,36;Swedish Krona;30.09.2003;102,95;6,66;;;11,53;0,11;5,94;;;8,98;123,48;;-8,8;77,78;;45,7;;;;;;EURO;20.07.2006;Ernst & Young LLP;Advisory;86.601;Ernst & Young LLP;;;0,2237500;Mannheimer Swartling Advokatbyra;Counsel to Acquiror;86.601;;;;;;;12.889.700;Freshfields Bruckhaus Deringer;Counsel to Target;86.601;;;;Bid not referred;;;7,67;13,27;14,89;;0,77;6,89;11,92;;1,74;;;;;N;;N;N;Ball And Roller Bearings;Industrials;Other Industrials;;;;08.07.2004;86,6;100;Sweden;Industrials;Other Industrials;SKF AB manufactures and wholesales ball and roller bearings, seals, linear motion products and high precision bearings. It has 140 manufacturing sites distributed all over the world and its own sales companies in 32 countries. The Company was founded in 1907 and located in Gothenburg, Sweden.;Energy and Power;Petrochemicals;Manufacture automotive lubricants and greases
1509264040;Aral Waerme Service GmbH;OMV AG;19.03.2004;Completed;;Germany;Energy;9.595,12;725,9;1.249,57;748,71;492,17;1,82;9.419,50;EURO;31.12.2003;;;;;;;;;;;;;;;;;;;;;;-;;HSH N Corporate Finance;Advisory;;Hamburg Commercial Bank AG;;;0,5000000;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Crude Petroleum And Natural Gas;Energy and Power;Oil & Gas;;;;01.07.2004;;100;Austria;Energy and Power;Oil & Gas;OMV AG, located in Vienna, Austria, is an oil and gas company. It operates through two segments: upstream and downstream. The upstream segment focuses on the exploration, development and production of oil and gas in three core regions: Central and Eastern Europe (CEE), the North Sea, as well as the Middle East and Africa. The Company owns proven reserves of approximately 1.03 billion barrel of oil equivalent (boe) and has a production capacity of over 300 thousand barrel of oil equivalent per day (kboe/d). The downstream segment comprises two business units: downstream oil, that operates around 3,800 filling stations in approximately 10 countries, refineries in Austria and Germany, both of which feature integrated petrochemical production, as well as the Petrobrazi refinery in Romania, which processes predominantly Romanian crude oil, and downstream gas, that focuses on gas trade and sales, as well as owns a pipeline network and gas storage facilities in Austria. The Company was founded in 1956.;Energy and Power;Oil & Gas;Wholesale fuel oil
1481802040;RWE Dea AG;RWE AG;02.02.2004;Pending;18,9;Germany;Energy;53.685,22;4.588,93;10.272,38;2.664,74;1.196,19;2,11;119.012,21;EURO;31.12.2003;1.536,51;416,29;-28,9;4,48;727,96;0,47;658,84;438,47;32,62;161,28;3.630,61;3,21;-149,32;1.710,99;10,63;1.924,89;3.565,41;;3.416,09;;143,22;EURO;31.12.2003;;;;;;;0,3107100;;;;;;;;;;0,3543300;;;;;;;Bid not referred;;;4,94;8,64;5,46;8,2;2,24;4,73;8,28;7,86;1,8;11,39;1,72;5,71;9,43;N;;N;N;Electric Services;Energy and Power;Power;;;;;18,9;;Germany;Energy and Power;Power;RWE AG, located in Essen, Germany, is an electric power generation distributor and facility operator. The Company is engaged in production of lignite and electricity generation from gas, coal, nuclear and renewables, to energy trading and distribution, and the supply of electricity, gas and other solutions. It has operations in Germany, UK, Spain, Poland, Netherlands, Italy, France, Portugal and Czech Republic. The Company's segments include Conventional Power Generation, Trading /Gas Midstream and innogy SE. It also operates as a holding company. The Company was founded in 1898. founded in 1898.;Energy and Power;Oil & Gas;RWE Dea AG, located in Hamburg, Germany, is an oil and gas exploration and production company. It has concessions in Germany, the UK, Norway, Denmark, Libya, Algeria, Ireland, Poland, Mauritania, Turkmenistan, Trinidad & Tobago and Egypt.
1463476040;Ruhr Oel GmbH;Alfa Group Consortium;29.12.2003;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investment Advice;Financials;Asset Management;;;;29.12.2003;;;Russian Federation;Financials;Asset Management;Alfa Group Consortium, based in Moscow, Russian Federation, is a provider of investment management services. The Company invests in oil and gas production, commercial and investment banking, asset management, insurance, retail trade, telecommunications, mass media, water supply and disposal, as well as other industrial-trade and special-situation investments. It was founded in 1989.;Energy and Power;Petrochemicals;Ruhr Oel GmbH, located in Gelsenkirchen, owns and operates, oil refineries.
1461943040;BEB Erdgas Und Erdoel GmbH- Certain Gas Marketing Activities;ExxonMobil Gas Marketing;26.09.2003;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;Cleary Gottlieb Steen & Hamilton;Antitrust/Competition Counsel;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Petroleum Refining;Energy and Power;Petrochemicals;;;;21.11.2003;;100;Germany;Energy and Power;Oil & Gas;Oil and gas exploration and production;Energy and Power;Oil & Gas;Provide gas marketing services
1447595040;TFL Ledertechnik GmbH;Odewald & Cie Gesellschaft;30.10.2003;Completed;232,44;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;232,44;232,44;232,44;232,44;;-;;Societe Generale SA;Advisory;232.439;Societe Generale SA;;;15.404.900;Lovells;Counsel to Acquiror;232.439;"Credit Suisse First Boston Ltd International
IntesaBci SpA";"Rep Maj Sharehold
Arranged Financing";232.439;"Credit Suisse
Banca IMI (Intesa Sanpaolo)";;;12.678.000;Freshfields Bruckhaus Deringer;Counsel to Parent;232.439;"1826760116
1826761116
1826762116
1826763116
1826764116";Syndicated Loans;;Bid not referred;;;;;;;;;;;;;;;;N;;Y;N;Investors, Not Elsewhere Classified;Financials;Alternative Financial Investments;;;;30.10.2003;232,44;100;Germany;Financials;Alternative Financial Investments;Odewald & Compagnie Gesellschaft fuer Beteiligungen mbH, located in Berlin, Germany, is a private equity firm. The Company invests in established, high-growth medium-sized companies located in German-speaking countries. It was founded in 1997.;Materials;Chemicals;Manufacture chemicals for curing leather
1443967040;Total Mineral GmbH-End User Business;Esso Deutschland GmbH;19.09.2003;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Petroleum Refining;Energy and Power;Petrochemicals;;;;19.09.2003;;100;Germany;Energy and Power;Oil & Gas;Oil and gas exploration and production;Energy and Power;Oil & Gas;Oil and gas exploration and production
1426008040;Pro2 Anlagentechnik GmbH;Alkane Energy PLC;20.08.2003;Completed;4,45;Germany;Energy;1,6;-2,02;-1,64;-0,91;-0,91;-0,01;51,6;British Pound;31.12.2002;;;;;;;;;;;;;;;;;8,72;8,72;8,72;8,72;;-;;;;;;;;;Ashurst Morris Crisp;Counsel to Acquiror;4.448;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Crude Petroleum And Natural Gas;Energy and Power;Oil & Gas;;;;24.03.2004;4,45;51;United Kingdom;Energy and Power;Oil & Gas;Oil and gas exploration and production;Energy and Power;Alternative Energy Sources;Pro2 Anlagentechnik GmbH, based Willich, Germany, owns and operates cogeneration plants such as biogas, landfill gas, mine gas, natural gas and sewage gas. The company was founded in 1994.
1416994040;Stangl AG;MCE AG;14.07.2003;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;Shearman & Sterling LLP;Counsel to Acquiror;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;14.07.2003;;100;Austria;Industrials;Building/Construction & Engineering;Construction company;Industrials;Building/Construction & Engineering;Provide building facility management servicestaking care of the services requirement and utilisation, marketing and location analysis, matters of building regulations, efficiency and risk consideration as well as development of utilisation concepts during the counstuction of properties
1406918040;Boerick, Boettcher & Huber- Essential Asset;Bottcher Energie GmbH & Co. KG;26.04.2003;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Petroleum And Petroleum Products Wholesalers, Except Bulk Stations And Terminals;Energy and Power;Oil & Gas;;;;26.04.2003;;100;Germany;Energy and Power;Petrochemicals;holding, trade, processing, storage and transporation of mineral oil;Energy and Power;Petrochemicals;Wholesale distribution of lubricants and heating oils
1397779040;Thyssengas GmbH;RWE Gas AG;22.05.2003;Completed;;Germany;Energy;;;;;;;;-;;1.583,40;;;;;;;;;;;;;;;;;;;;;EURO;31.12.2002;;;;;;;;Hengeler Mueller;Counsel to Acquiror;;;;;;;;;CMS Cameron McKenna;Counsel to Seller;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;22.05.2003;;25;Germany;Energy and Power;Oil & Gas;RWE Gas AG, located in Dortmund, Germany, provides gas utility and other combined services. The company was founded in 1928.;Energy and Power;Oil & Gas;Thyssengas GmbH, located in Dortmund, Germany, provides gas transmission services. The company owns and operates gas distribution network covering some 4.100 km. It was founded in 1921.
1396201040;Edelhoff Mineraloel GmbH;Mustad International Group NV;01.01.2003;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;Commerzbank AG;Advisory;;Commerzbank AG;;;0,5000000;;;;Huebner Schloesser & Cie;Advisory;;Huebner Schloesser & Cie;;;0,5000000;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;01.01.2003;;100;Netherlands;Financials;Other Financials;Investment holding company;Energy and Power;Petrochemicals;Provide oil re-refining services
1385026040;Deutsche Steinkohle AG-Coking Plant;Undisclosed Acquiror;26.03.2003;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Brokerage;;;;26.03.2003;;100;Unknown;Financials;Brokerage;Unknown;Materials;Metals & Mining;Wholesale coke
1383221040;Shell & DEA Oil GmbH-Gas Stations(133);Total Fina Elf SA;01.04.2003;Completed;;Germany;Energy;116.886,80;12.466,15;19.200,36;10.954,01;7.251,72;2,76;100.088,40;EURO;31.03.2003;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Crude Petroleum And Natural Gas;Energy and Power;Oil & Gas;;;;01.04.2003;;100;France;Energy and Power;Oil & Gas;Total Fina Elf SA is engaged in the crude petroleum and natural gas services business. The Company is located in Courbevoie, France.;Energy and Power;Oil & Gas;Own and operate gas stations
1371879040;Sprint Tank GmbH;BMV Mineralol Versorgungs GmbH;11.02.2003;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Petroleum And Petroleum Products Wholesalers, Except Bulk Stations And Terminals;Energy and Power;Oil & Gas;;;;11.02.2003;;;Germany;Energy and Power;Oil & Gas;Wholesale mineral oil products;Energy and Power;Oil & Gas;Own and operate gas station
1369732040;BP PLC-Energy Assets;OMV AG;10.02.2003;Completed;404,49;Germany;Energy;7.419,92;482,93;846,45;496,67;333,86;1,23;6.284,40;EURO;31.12.2002;;;;;;;;;;;;;;;;;;;;;;-;;Goldman Sachs & Co;Advisory;404.485;Goldman Sachs & Co;;;32.125.600;"Skadden, Arps, Slate, Meagher & Flom
Haarmann Hemmelrath & Partner GmbH
Deri & Lovrecz Law Firm";Counsel to Acquiror;404.485;"Ernst & Young LLP
Deutsche Bank";Rep Maj Sharehold;404.485;"Ernst & Young LLP
Deutsche Bank";;;"0,2776100
1,8507100";Linklaters;Counsel to Target;404.485;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Crude Petroleum And Natural Gas;Energy and Power;Oil & Gas;;;;09.07.2003;404,49;100;Austria;Energy and Power;Oil & Gas;OMV AG, located in Vienna, Austria, is an oil and gas company. It operates through two segments: upstream and downstream. The upstream segment focuses on the exploration, development and production of oil and gas in three core regions: Central and Eastern Europe (CEE), the North Sea, as well as the Middle East and Africa. The Company owns proven reserves of approximately 1.03 billion barrel of oil equivalent (boe) and has a production capacity of over 300 thousand barrel of oil equivalent per day (kboe/d). The downstream segment comprises two business units: downstream oil, that operates around 3,800 filling stations in approximately 10 countries, refineries in Austria and Germany, both of which feature integrated petrochemical production, as well as the Petrobrazi refinery in Romania, which processes predominantly Romanian crude oil, and downstream gas, that focuses on gas trade and sales, as well as owns a pipeline network and gas storage facilities in Austria. The Company was founded in 1956.;Energy and Power;Oil & Gas;Own and operate petrol stations and refining companies
