M&A Deal Number ;Target Name ;Acquiror Name ;Announcement Date ;Deal Status ;Deal Value ;Target Nation ;Target TRBC Economic Sector ;Acquiror Net Sales LTM ;Acquiror EBIT LTM ;Acquiror EBITDA LTM ;Acquiror Pre-tax Income LTM ;Acquiror Net Income LTM ;Acquiror Earnings Per Share LTM ;Acquiror Total Assets ;Currency of Acquiror Financials ;Date of Acquiror Financials ;Net Sales LTM ;EBIT LTM ;EBIT 3 Year Growth (%) ;EBIT 5 Year Growth (%) ;EBITDA LTM ;EBITDA Margin LTM ;Pre-tax Income LTM ;Net Income LTM ;Earnings Per Share LTM ;Cash and Short Term ;Total Assets ;Short Term Debt ;Net Debt ;Total Liabilities ;Total Debt ;Common Equity ;Equity Value at Announcement ;Equity Value at Effective Date ;Enterprise Value at Announcement ;Enterprise Value at Effective Date ;Book Value per Share ;Currency of Target Financials ;Date of Target Financials ;Acquiror Financial Advisor Name ;Acquiror Financial Advisor Assignments ;Acquiror Financial Advisor Credit ;Acquiror Financial Advisor Parent Name ;Acquiror Financial Advisor Fees, Total Amt ;Acquiror Financial Advisor Fees, Total Amt as % of Deal Value ;Acquiror Financial Advisor Imputed Fees Per Advisor ;Acquiror Legal Advisor Name ;Acquiror Legal Advisor Assignments ;Acquiror Legal Advisor Credit ;Target Financial Advisor Name ;Target Financial Advisor Assignments ;Target Financial Advisor Credit ;Target Financial Advisor Parent Name ;Target Financial Advisor Fees, Total Amt ;Target Financial Advisor Fees, Total Amt as % of Deal Value ;Target Financial Advisor Imputed Fees Per Advisor ;Target Legal Advisor Name ;Target Legal Advisor Assignments ;Target Legal Advisor Credit ;Related SDC Deal Number ;Related Deal Type ;Expected Synergy Date ;Status of MMC Ruling ;Target Termination Fee ;Acquiror Termination Fee ;Deal Market Value to EBITDA ;Deal Market Value to EBIT ;Deal Market Value to Pre-tax Income ;Deal Market Value to Net Income ;Deal Enterprise Value to Sales ;Deal Enterprise Value to EBITDA ;Deal Enterprise Value to EBIT ;Deal Enterprise Value to Net Income ;Deal Enterprise Value to Net Assets ;Offer Price to EPS ;Premium % 1 Day Prior to Announcement ;Premium % 1 Week Prior to Announcement ;Premium % 4 Weeks Prior to Announcement ;Investor Group Flag (Y/N) ;Investor Public Status ;Buyside: Financial Sponsor Activity Flag (Y/N) ;Buyside: Soverign Wealth Fund Involvement ;Acquiror Ultimate Parent Primary SIC ;Acquiror Ultimate Parent Macro Industry ;Acquiror Ultimate Parent Mid Industry ;Investor Ultimate Parent SDC Cusip ;Investor Ultimate Parent Names ;Investor Ultimate Parent Public Status ;Effective Date ;Deal Value inc. Net Debt of Target ;Percent of Shares Acquired ;Acquiror Nation ;Acquiror Macro Industry ;Acquiror Mid Industry ;Acquiror Business Description ;Target Macro Industry ;Target Mid Industry ;Target Business Description 
2753768040;Deutsche Pentosin-Werke GmbH;Fuchs Petrolub SE;18.05.2015;Pending;;Germany;Energy;2.042,86;313,57;352,56;339,13;240,09;1,72;1.480,83;EURO;31.03.2015;150,94;15,58;11,01;-1,04;;;14,77;10,23;;2,13;65,97;5,46;7,99;24,5;10,58;41,48;;;;;;EURO;31.12.2014;;;;;;;;;;;;;;;;;;Latham & Watkins;Counsel to Target;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Lubricating Oils And Greases;Energy and Power;Petrochemicals;;;;;;;Germany;Energy and Power;Petrochemicals;"Fuchs Petrolub SE, located in Mannheim, Germany, manufactures and wholesales lubricants, specialty chemicals, oil products, polishing products, base oil, heating oil and fuel. Its portfolio of products includes lubricants for a range of applications, including engine and gear oils for vehicles and motorcycles; mould release agents for concrete and cement casting; metalworking fluids, which are used for cooling, lubricating and flushing in machine operations; metal forming lubricants, including prelube oils and process-compatible deep drawing oils, which are tailor-made for a range of metal forming processes; corrosion preventives, designed to protect bare metal surfaces of machinery and components; quenching oils, used in the heat treatment of metal; diverse greases for automobiles and heavy industry; industrial lubricants, and rapidly biodegradable lubricants. The Company was founded in 1931.";Energy and Power;Petrochemicals;Deutsche Pentosin-Werke GmbH, located in Wedel, Germany, manufactures lubricants and specialties. It offers brake and central hydraulic fluid, DCTF and ATF, gear and motor oil, coolant, specialties, industrial lubricants and filling and bleeding device. It offers products for the automotive industry. The company was founded in 1927.
2753034040;wpd AG-Windparks(8);Hansainvest Hanseatische;13.05.2015;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Life Insurance;Financials;Insurance;;;;13.05.2015;;100;Germany;Financials;Asset Management;Hansainvest Hanseatische Investment GmbH is an assets and securities manager. Its assets under management amount to more than EUR 31 bil. It also manages the mutual funds of the SIGNAL IDUNA Group. The Company was founded in April 1969 and is located in Hamburg, Germany.;Energy and Power;Alternative Energy Sources;Eight windparks of wpd AG, located in Germany.
2749223040;AC Biogas GmbH-Biogas Plants(3);KTG Energie AG;04.05.2015;Completed;;Germany;Energy;88,75;11,68;24,17;4,04;2,31;0,36;298,42;EURO;31.10.2014;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;Ernst & Young LLP;Advisory;;Ernst & Young LLP;;;0,1000000;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Food Crops Grown Under Cover;Consumer Staples;Agriculture & Livestock;;;;04.05.2015;;100;Germany;Energy and Power;Alternative Energy Sources;KTG Energie AG, located in Hamburg, Germany, provides biogas electricity generation services. Its principal activity is the planning and constructing of biogas plants, which are then operated by the Company. The electricity and heat produced in those plants is sold to customers. The biogas plants are located in the northern part of Germany in the federal states of Mecklenburg-Vorpommern, Brandenburg, and Sachsen Anhalt. The company was founded in 1994.;Energy and Power;Alternative Energy Sources;Three biogas plants of AC Biogas GmbH, located in Germany.
2747696040;BOREAS Energie GmbH-Onshore Windpark;enercity Erneuerbare GmbH;24.04.2015;Completed;;Germany;Energy;;;;;;;11,47;EURO;31.12.2014;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;24.04.2015;;100;Germany;Energy and Power;Power;Enercity Erneuerbare Energie GmbH, located in Hannover, Germany, provides electric utility services. It also provides gas, steam and air conditioning services.;Energy and Power;Alternative Energy Sources;Onshore windpark of BOREAS Energie GmbH, located in Germany.
2738448040;Schoeller Wind GmbH-Wind Park;Undisclosed Acquiror;30.01.2015;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Brokerage;;;;30.01.2015;;100;Unknown;Financials;Brokerage;Unknown;Energy and Power;Alternative Energy Sources;Wind park of Schoeller Wind GmbH, located in Germany.
2737903040;WINDPOOL Verwaltungs GmbH;GGEW;03.03.2015;Completed;;Germany;Energy;243,59;7,08;;4,33;3,33;;244,62;EURO;31.12.2014;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;03.03.2015;;100;Germany;Energy and Power;Power;GGEW, Gruppen-Gas- und Elektrizitaetswerk Bergstrasse AG, located in Bensheim, Germany provides electric power, gas and water distribution services. The company was founded in 1886.;Energy and Power;Alternative Energy Sources;WINDPOOL Verwaltungs GmbH, located in Dresden, Germany, owns and operates windparks.
2735673040;WPE - Hessische Windpark Entwicklungs GmbH-Windpark Weilrod;ABO Invest AG;27.02.2015;Completed;;Germany;Energy;22,26;-0,85;11,87;-4,16;-4,67;-0,12;249,14;EURO;31.12.2014;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Cogeneration, Alternative Energy Sources;Energy and Power;Alternative Energy Sources;;;;27.02.2015;;80;Germany;Energy and Power;Alternative Energy Sources;ABO Invest AG, located in Wiesbaden, Germany, provides alternative energy services. It owns and operates wind and biogas plants. It operates also as an investment company. The Company was founded in 2010.;Energy and Power;Alternative Energy Sources;Windpark Weilrod of WPE - Hessische Windpark Entwicklungs GmbH, located in Weilrod, Germany.
2733784040;Solaria Stalldorf GmbH;Undisclosed Acquiror;15.01.2015;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;Jones Day;Counsel to Parent;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Brokerage;;;;15.01.2015;;100;Unknown;Financials;Brokerage;Unknown;Energy and Power;Alternative Energy Sources;Solaria Stalldorf GmbH, located in Berlin, Germany, owns and operates a photovoltaik plant.
2733778040;Pro2 Anlagentechnik GmbH;SERCOO Group GmbH;16.03.2015;Completed;;Germany;Energy;;;;;;;;-;;33,91;-3,17;;;-2,6;;-4,31;-4,25;;0,22;11,66;2,99;4,14;11,28;5,44;0,37;;;;;;EURO;31.12.2012;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;Y;N;Investors, Not Elsewhere Classified;Financials;Alternative Financial Investments;;;;16.03.2015;;100;Germany;Financials;Other Financials;SERCOO Group GmbH, located in Munich, Germany, is an investment holding company.;Energy and Power;Alternative Energy Sources;Pro2 Anlagentechnik GmbH, located in Willich, Germany, owns and operates cogeneration plants such as biogas, landfill gas, mine gas, natural gas and sewage gas. The company was founded in 1994.
2730876040;Windpark Zoelkow GmbH & Co KG;RheinEnergie AG;09.01.2015;Completed;;Germany;Energy;2.772,49;202,97;328,68;171,44;157,43;;2.836,39;EURO;31.12.2014;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;Simmons & Simmons;Counsel to Target;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;09.01.2015;;100;Germany;Energy and Power;Power;RheinEnergie AG, located in Cologne, Germany, is an electric utility company. It also provides natural gas and water transmission and Cologne, Germany. distribution services. The Company was founded in 2002.;Energy and Power;Alternative Energy Sources;Windpark Zoelkow GmbH & Co KG, located in Oldenburg, Germany, owns and operates cogeneration plants.
2730044040;PROKON Regenerative Energien GmbH-Manufacturing Business;Amperax Energie GmbH;31.12.2014;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;Sigma Corporate Finance GmbH;Advisory;;Sigma Corporate Finance GmbH;;;0,5000000;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Steam, Gas, And Hydraulic Turbines, And Turbine Generator Set Units;Industrials;Machinery;;;;31.12.2014;;100;Germany;Industrials;Machinery;Amperax Energie GmbH is a manufacturer of turbines and turbine generator set units. The company is located in Kaarst, Germany.;Energy and Power;Alternative Energy Sources;Manufacturing Business of PROKON Regenerative Energien GmbH, located in Germany.
2728425040;PYREG GmbH;ELIQUO WATER GROUP GmbH;02.09.2014;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;02.09.2014;;;Germany;Energy and Power;Water and Waste Management;ELIQUO WATER GROUP GmbH, located in Bad Homburg, Germany, provides water utility services.;Energy and Power;Alternative Energy Sources;PYREG GmbH, located in Doerth, Germany, manufactures machinery for carbonisation purposes.
2724635040;GEKOL Mineraloelhandel GmbH;Varo Energy BV;10.02.2015;Completed;;Germany;Energy;;630;754;109;98;;;EURO;31.12.2014;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;Hengeler Mueller;Counsel to Acquiror;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;Y;N;Investors, Not Elsewhere Classified;Financials;Alternative Financial Investments;;;;05.05.2015;;100;Netherlands;Energy and Power;Petrochemicals;"Varo Energy BV, located in Rotterdam, the Netherlands, provides petroleum refining services. The Company's business comprises three core areas; refining wholesale distribution and storage, with a combined refining capacity of 160k bbl/d, sales of 10MM m3 per year and 1.7 MM m3 of storage capacity.";Energy and Power;Oil & Gas;GEKOL Mineraloelhandel GmbH, located in Hamburg, Germany, is a wholesale distributor of petroleum products.
2724332040;Solarpraxis AG;Jus Auctoris UG;10.02.2015;Completed;;Germany;Energy;;;;;;;;-;;2,82;-1,01;;;-0,97;;-0,74;-0,74;-5,44;0,48;1,24;;-0,45;0,5;;0,74;;;;;5,39;EURO;31.12.2014;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;10.02.2015;;;Germany;Financials;Other Financials;Jus Auctoris UG, located in Schwaig, Germany, is an investment holding company.;Energy and Power;Alternative Energy Sources;Solarpraxis AG, located in Berlin, Germany, provides solar energy services. Its services include photovoltaic solar energy, renewable heat energy, solar thermal energy and other solar energy services. It was founded in 1998.
2715759040;ESSEX WIND FARM III ApS-Onshore Wind Farm;European Wind Investment A/S;17.12.2014;Completed;;Germany;Energy;3,89;3,16;3,16;2,27;1,01;0,23;162,28;Danish Krone;30.06.2013;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;Hogan Lovells;Counsel to Acquiror;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;17.12.2014;;100;Denmark;Financials;Other Financials;European Wind Investment A/S, located in Kolding, Denmark, is an investment company. The company's principal activities are to offer investment solutions for customers with large funds. The company invests in shares and bonds, as well as the real estate investment trusts (REITs). The company is also engaged in operating wind farms.;Energy and Power;Alternative Energy Sources;Onshore wind farm of ESSEX WIND FARM III ApS, located in Germany.
2706694040;Height-Tech GmbH & Co KG;SPECTAIR GmbH & Co KG;01.12.2014;Completed;8,73;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;8,73;8,73;8,73;8,73;;-;;;;;;;;0,1520800;CMS;Counsel to Acquiror;8.733;;;;;;;0,1696800;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Surveying Services;Industrials;Building/Construction & Engineering;;;;01.12.2014;8,73;100;Germany;Industrials;Building/Construction & Engineering;SPECTAIR GmbH & Co KG, located in Duesseldorf, Germany, provides aerial robotic photography services. The company was founded in 2012.;Industrials;Building/Construction & Engineering;Height-Tech GmbH & Co KG located in Bielefeld, Germany, provides aerial photography services and manufactures aerial robots. The company was founded in 2005.
2705844040;juwi Holding AG-Power Plant;Naturstrom AG;12.12.2014;Completed;;Germany;Energy;322,2;16,08;20,59;14,52;9,81;;156,2;EURO;31.12.2013;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;12.12.2014;;100;Germany;Energy and Power;Power;Naturstrom AG is a renewable energy distributor. The Company was founded in April 1998 and is located in Duesseldorf, Germany.;Energy and Power;Alternative Energy Sources;power plant of juwi Holding AG, located in Germany.
2705684040;Kommunalunternehmen Petershausen (KUP) Anstalt des oeffentlichen Rechts der Gemeinde Petershausen-Solar Plant;BuergerEnergie HaPeVi eG;06.12.2014;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Cogeneration, Alternative Energy Sources;Energy and Power;Alternative Energy Sources;;;;06.12.2014;;100;Germany;Energy and Power;Alternative Energy Sources;BuergerEnergie HaPeVi eG, located in Petershausen, Germany, owns and operates cogeneration plant. The company was founded in 2014.;Energy and Power;Alternative Energy Sources;Solar plant of Kommunalunternehmen Petershausen (KUP) Anstalt des oeffentlichen Rechts der Gemeinde Petershausen, located in Buxheim, Germany.
2705624040;WI Windinvest GmbH-Wind Park,Kollweiler;Statkraft SF;17.09.2014;Completed;;Germany;Energy;75,82;;;;;;;Norwegian Krone;31.12.2013;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;National Government;Government and Agencies;National Government;;;;17.09.2014;;20;Norway;Energy and Power;Alternative Energy Sources;Statkraft SF is an alternative energy sources establishment. The Company also produces renewable energy in the Nordic region. It produces hydro power and wind power, builds gas-fired power plants and provides research on environmental energy solutions through its 3 business units namely Generation & Markets, New Energy and Regional. The Company's operations lie in Stockholm, Amsterdam, Dusseldorf, London, Belgrade, Sofia, Bucharest, Germany and the Baltic Cable. The Company was founded in 1992 and is located in Oslo, Norway.;Energy and Power;Alternative Energy Sources;Wind Park, located in Kollweiler, Germany owned by WI Windinvest GmbH.
2705537040;Windpark Lindtorf GmbH;MEGA;05.11.2014;Completed;33,7;Germany;Energy;57,86;3,03;5,2;2,81;2,58;;39,16;EURO;31.12.2013;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric And Other Services Combined;Energy and Power;Power;;;;05.11.2014;33,7;100;Germany;Energy and Power;Power;MEGA Monheimer Elektrizitaets- und Gasversorgung GmbH, located in Monheim am Rhein, Germany, provides utility services.;Energy and Power;Alternative Energy Sources;Windpark Lindtorf GmbH, located in Lindtorf, Germany, owns and operates cogeneration plants.
2704514040;PETROTEC AG;REG European Holdings BV;09.12.2014;Pending;9,39;Germany;Energy;;;;;;;;-;;263,53;0,5;4,49;;4,12;0,02;-0,72;0,52;0,02;12,47;72,62;14,82;10,34;35,65;23,91;36,98;30,38;;40,72;;1,51;EURO;30.06.2014;;;;;;;0,1635500;;;;;;;;;;0,1824900;;;;;;;Bid not referred;;;8,16;67,61;;65,27;0,17;10,94;90,63;87,5;1,22;65,36;66,39;37,55;22,7;N;;Y;N;Industrial Organic Chemicals, Not Elsewhere Classified;Energy and Power;Petrochemicals;;;;;9,39;;Netherlands;Financials;Other Financials;REG European Holdings BV, located in Netherlands, is an investment holding company.;Materials;Chemicals;PETROTEC AG, located in Borken, Germany, manufactures biodiesel fuel from regenerative raw materials such as a number of vegetable oils that include rapeseed oil, canola oil, soy, linseed oil, palm oil, coconut oil, sunflower oil, and cottonseed oil. The company's clients include freight forwarding companies, and mineral oil dealers.
2704491040;PETROTEC AG;REG European Holdings BV;09.12.2014;Completed;20,9;Germany;Energy;;;;;;;;-;;263,53;0,5;4,49;;4,12;0,02;-0,72;0,52;0,02;12,47;72,62;14,82;10,34;35,65;23,91;36,98;30,25;30,25;40,6;40,6;1,51;EURO;30.06.2014;Blackstone Group LP;Advisory;20.900;PJT Partners Inc;;;0,3639500;;;;Network Corporate Finance GmbH;Advisory;20.900;Network Corporate Finance GmbH;;;0,4060900;"Clifford Chance
Simmons & Simmons";"Counsel to Target
Counsel to Shareholder Group";20.900;;;;Bid not referred;;;8,13;67,33;;65,01;0,17;10,9;90,35;87,23;1,22;65,01;;;;N;;Y;N;Industrial Organic Chemicals, Not Elsewhere Classified;Energy and Power;Petrochemicals;;;;29.12.2014;20,9;69,08;Netherlands;Financials;Other Financials;REG European Holdings BV, located in Netherlands, is an investment holding company.;Materials;Chemicals;PETROTEC AG, located in Borken, Germany, manufactures biodiesel fuel from regenerative raw materials such as a number of vegetable oils that include rapeseed oil, canola oil, soy, linseed oil, palm oil, coconut oil, sunflower oil, and cottonseed oil. The company's clients include freight forwarding companies, and mineral oil dealers.
2702469040;Pfalzwind GmbH;Rio Energie GmbH;02.12.2014;Completed;;Germany;Energy;6,28;1,88;4,58;0,08;-0,04;;41,37;EURO;31.12.2013;20,02;2,17;-17,11;;13,55;0,68;-2,53;-2,53;;8,49;122,91;22,9;85,57;109,9;102,78;13;;;;;;EURO;31.12.2013;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;02.12.2014;;50;Germany;Financials;Other Financials;Rio Energie GmbH, located in Mainz, Germany, is an investment holding company.;Energy and Power;Alternative Energy Sources;Pfalzwind GmbH, located in Woerrstadt, Germany, owns and operates cogeneration plants.
2701105040;PCK Raffinerie GmbH;Rosneft Oil Co;28.11.2014;Completed;299,66;Germany;Energy;90.939,03;9.793,17;18.040,05;7.542,46;5.463,56;0,52;145.849,51;Russian Rouble;31.03.2015;509,3;25,59;26,07;2,24;129,27;0,25;14,65;8,13;;14,89;794,76;;-13,98;352,37;;442,39;1.797,60;1.797,60;1.783,62;1.783,62;;EURO;31.12.2014;KPMG;Advisory;299.659;KPMG;;;20.588.100;;;;Rothschild & Co;Advisory;299.659;Rothschild & Co;;;18.328.900;;;;;;;Bid not referred;;;14,81;74,84;130,69;235,62;3,73;14,7;74,26;233,79;4,3;235,62;;;;N;;N;N;Crude Petroleum And Natural Gas;Energy and Power;Oil & Gas;;;;02.12.2015;299,66;16,67;Russian Federation;Energy and Power;Oil & Gas;Rosneft Oil Co, located in Moscow, the Russian Federation, is an oil and gas exploration and production company. It also wholesales crude oil, gas, and petroleum products. The Company was founded in 1993.;Energy and Power;Petrochemicals;PCK Raffinerie GmbH is a manufacturer of petroleum products. The Company was founded in December 1958 and is located in Schwedt, Germany.
2699439040;DIF Renewable Energy-Onshore Wind Parks,Germany(9);Allianz Global Investors GmbH;03.11.2014;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;Ernst & Young LLP;Advisory;;Ernst & Young LLP;;;0,1000000;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Life Insurance;Financials;Insurance;;;;27.11.2014;;100;Germany;Financials;Asset Management;Allianz Global Investors GmbH, located in Munich, Germany, provides asset management services. It provides products for major asset classes and investment styles through coverage of all major financial regions and catering for private and institutional investors.;Energy and Power;Alternative Energy Sources;Portfolio of 9 onshore wind parks located in Germany.
2695712040;Vattenfall AB-Lignite Business;Investor Group;18.04.2016;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;"JP Morgan & Co Inc
Deutsche Bank";Advisory;;"JP Morgan & Co Inc
Deutsche Bank";;;20.000.000;Hengeler Mueller;Counsel to Acquiror;;"Rothschild & Co
ING
Citi";"Fairness Opinion
Advisory";;"Rothschild & Co
ING
Citi";;;"2,0000000
0,5000000";Freshfields Bruckhaus Deringer;Counsel to Parent;;;;;Bid not referred;;;;;;;;;;;;;;;;Y;"Priv.
Sub.";Y;N;Investors, Not Elsewhere Classified;Financials;Other Financials;"69667T
0F2776";"PPF Investments Ltd
EP Investment SARL";Priv.;30.09.2016;;100;Czech Republic;Financials;Other Financials;Investor group;Materials;Metals & Mining;Lignite business of Vattenfall AB, located in Germany.
2695610040;AB Unternehmensberatung und Beteiligungsgesellschaft GmbH-Solar Plants(2);Allianz Renewable Energy;12.11.2014;Completed;;Germany;Energy;;;;;;;0,16;EURO;31.12.2013;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;"White & Case LLP
Linklaters";Counsel to Acquiror;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;Y;N;Life Insurance;Financials;Insurance;;;;12.11.2014;;100;Germany;Financials;Other Financials;Allianz Renewable Energy Management GmbH, located in Sehestedt, is a holding company. The company provides services to the wind, water and solar energy sectors.;Energy and Power;Alternative Energy Sources;Two solar plants of AB Unternehmensberatung und Beteiligungsgesellschaft GmbH, located in Jocksdorf, Germany.
2694239040;Undisclosed Wind Farm,Germany;3U ENERGY AG;24.10.2014;Completed;15,43;Germany;Energy;0,53;-0,23;-0,21;-0,38;-0,38;;3,09;EURO;31.12.2013;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;0,2979700;;;;;;;;;;0,3038600;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Telephone Communications, Except Radiotelephone;Telecommunications;Telecommunications Services;;;;31.12.2014;15,43;100;Germany;Financials;Other Financials;3U ENERGY AG is a provider of financial investment services. The Company is located in Marburg, Germany.;Energy and Power;Alternative Energy Sources;Undisclosed Wind Farm, located in Langendorf, Germany.
2690989040;Hochtief AG-Offshore Assets;GeoSea NV;16.10.2014;Completed;;Germany;Energy;619,84;11,21;11,29;37,6;35,39;;288,14;EURO;31.12.2013;;;;;;;;;;;;;;;;;;;;;;-;;Petercam Securities SA;Advisory;;Petercam Securities SA;;;0,5000000;;;;;;;;;;;"Baker & McKenzie
Allen & Overy";Counsel to Parent;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Engineering Services;Industrials;Building/Construction & Engineering;;;;19.05.2015;;100;Belgium;Energy and Power;Oil & Gas;GeoSea NV, located in Zwijndrecht, Belgium, provides offshore drilling services. It offers harbour construction services, foundation, decommissioning, site investigation and installation works.;Energy and Power;Oil & Gas;Offshore assets of Hochtief AG, located in Germany.
2687105040;Scatec Power AS-Solar Park Pfeffenhausen;Capital Stage AG;17.10.2014;Completed;;Germany;Energy;96,13;33,51;64,27;29,63;25,41;0,33;984,99;EURO;30.09.2014;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;Y;N;Investors, Not Elsewhere Classified;Financials;Alternative Financial Investments;;;;28.11.2014;;100;Germany;Financials;Alternative Financial Investments;Capital Stage AG, located in Hamburg, Germany, is a private equity firm. It is focusing on acquiring and operating solar and wind park from the secondary market. Capital Stage's AG portfolio consists of PV and wind parks with a capacity of more than 570 MW. The Company was founded in 1996.;Energy and Power;Alternative Energy Sources;Solar park Pfeffenhausen of Scatec Power AS, located in Pfeffenhausen, Germany. It has capacity of 5.6 MWp.
2680937040;Solarpark Halle-Bruckdorf GmbH-Photovoltaik Plant;Undisclosed Acquiror;23.09.2014;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;Jones Day;Counsel to Parent;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Brokerage;;;;23.09.2014;;100;Unknown;Financials;Brokerage;Unknown;Energy and Power;Alternative Energy Sources;Photovoltaik plant of Solarpark Halle-Bruckdorf GmbH, located in Germany.
2679097040;juwi AG;MVV Energie AG;16.10.2014;Completed;;Germany;Energy;4.791,75;114,66;322,9;180,35;116,43;1,77;5.201,85;EURO;30.09.2014;979,56;-49,49;;;-10,74;;-67,9;-72,48;;111,89;592,97;31,45;83,81;563,27;201,74;29,7;;;;;;EURO;31.12.2013;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;National Government;Government and Agencies;National Government;;;;16.12.2014;;50,1;Germany;Energy and Power;Power;MVV Energie AG, located in Mannheim, Germany, provides public utility services. It supplies electricity, district heating, gas and water. The Company is an operator of energy from waste and biomass plants. It offers range of green electricity products to private, industrial and commercial customers. It also operates as a holding company. The Company was founded in 1998.;High Technology;Semiconductors;juwi AG, located in Woerrstadt, Germany, manufactures alternative energy sources equipment. The company develops wind, solar and bio-energy installations. It has its offices in Australia, Chile, Czech Republic, Greece, India, Italy, Japan, Spain, South Africa, Turkey, the United Arab Emirates, the United Kingdom, and the United States. The company as founded in 1996.
